"","period","year","month","date","label","account","account_label","account_generic","account_subcategory","account_category","account_statement","value"
"189","2027-03",2027,3,2027-03-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"190","2027-03",2027,3,2027-03-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"191","2027-04",2027,4,2027-04-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"192","2027-04",2027,4,2027-04-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"193","2027-05",2027,5,2027-05-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"194","2027-05",2027,5,2027-05-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"195","2027-06",2027,6,2027-06-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"196","2027-06",2027,6,2027-06-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"197","2027-07",2027,7,2027-07-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"198","2027-07",2027,7,2027-07-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"199","2027-08",2027,8,2027-08-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"200","2027-08",2027,8,2027-08-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"201","2027-09",2027,9,2027-09-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"202","2027-09",2027,9,2027-09-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"203","2027-10",2027,10,2027-10-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"204","2027-10",2027,10,2027-10-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"205","2027-11",2027,11,2027-11-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"206","2027-11",2027,11,2027-11-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"207","2027-12",2027,12,2027-12-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"208","2027-12",2027,12,2027-12-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"209","2028-01",2028,1,2028-01-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"210","2028-01",2028,1,2028-01-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"211","2028-02",2028,2,2028-02-29,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"212","2028-02",2028,2,2028-02-29,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"213","2028-03",2028,3,2028-03-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"214","2028-03",2028,3,2028-03-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"215","2028-04",2028,4,2028-04-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"216","2028-04",2028,4,2028-04-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"217","2028-05",2028,5,2028-05-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"218","2028-05",2028,5,2028-05-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"219","2028-06",2028,6,2028-06-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"220","2028-06",2028,6,2028-06-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"221","2028-07",2028,7,2028-07-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"222","2028-07",2028,7,2028-07-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"223","2028-08",2028,8,2028-08-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"224","2028-08",2028,8,2028-08-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"225","2028-09",2028,9,2028-09-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"226","2028-09",2028,9,2028-09-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"227","2028-10",2028,10,2028-10-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"228","2028-10",2028,10,2028-10-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"229","2028-11",2028,11,2028-11-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"230","2028-11",2028,11,2028-11-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"231","2028-12",2028,12,2028-12-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"232","2028-12",2028,12,2028-12-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"233","2029-01",2029,1,2029-01-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"234","2029-01",2029,1,2029-01-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"235","2029-02",2029,2,2029-02-28,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"236","2029-02",2029,2,2029-02-28,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"237","2029-03",2029,3,2029-03-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"238","2029-03",2029,3,2029-03-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"239","2029-04",2029,4,2029-04-30,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"240","2029-04",2029,4,2029-04-30,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
"241","2029-05",2029,5,2029-05-31,"depreciation of maintenance equipment - 1",92010,"maintenance","cost pool","cost pool","internal transfer","management accounting",250
"242","2029-05",2029,5,2029-05-31,"depreciation of maintenance equipment - 1",16310,"accumulated depreciation - maintenance equipment","operating assets","long term assets","assets","balance sheet",-250
